id,createdAt,questionnaire_age,questionnaire_gender,questionnaire_timestamp,questionnaire_tax_attitude,questionnaire_diet_frequency,questionnaire_discussion_frequency,experiment_timestamp,experiment_comment_text,experiment_experimentVersion,feedback_timestamp,feedback_technical_issues,feedback_interesting_observations
P_2025_05_01_G1EXGF,2025-05-01 20:12:01.602,42,female,2025-05-01T20:12:01.587Z,2,4,0,2025-05-01T20:27:59.108Z,"Visst kan en prisökning leda till en minskad efterfrågan, men jag tror den är tillfällig. Den slår hårt mot de som har svag ekonomi och kan snarare skapa status hos de som inte har problem med prisökningen. ",experiment4.html,2025-05-01T20:28:40.190Z,,
P_2025_05_02_79B2ZL,2025-05-02 07:27:59.568,21,female,2025-05-02T07:27:58.386Z,2,2,0,2025-05-02T07:34:51.967Z,"Detta är ett viktigt ämne att ta upp! Jag tror det hade bidragit med många positiva konsekvenser. Jag tror däremot också att det finns en del gömda negativa konsekvenser, så som att många redan har problem att ha råd att köpa sin mat i mataffären. Vegetariskt är bra, men kan också tyvärr vara dyrt. ",experiment4.html,,,
P_2025_05_02_47EVNP,2025-05-02 12:17:20.482,56,female,2025-05-02T12:17:19.394Z,2,0,0,2025-05-02T12:25:40.183Z,"Frågan är om det är till nytta för en konstruktiv debatt att blanda/kombinera hälsa, klimat och djurvälfärd. Människors hälsa såväl som djurvälfärd är etisk-moraliska frågor som kan behöva analyeras på annat sätt än klimatfrågan. Den deltagare som lyfte fram ett samhälles självförsörjningsgrad lyfter också en viktig aspekt.",experiment3.html,,,
P_2025_05_02_RXFTAI,2025-05-02 13:57:00.193,42,male,2025-05-02T13:57:00.192Z,2,4,0,2025-05-02T13:59:35.125Z,@deltagare38 chilla,experiment1.html,,,
P_2025_05_02_98A2XR,2025-05-02 12:51:58.779,26,male,2025-05-02T12:51:57.689Z,1,3,0,2025-05-02T13:05:48.461Z,"Jag är av åsikten att skatter sällan (nästan aldrig) är lösningen på våra samhälleliga problem. 
Gällande hälsoaspekten så anser jag att det är upp till var och en att välja vad man äter. Frihet under ansvar, helt enkelt. Varför ska staten valla oss medborgare som en flock med får i fråga om matkonsumtion? 

Gällande djurplågeri-aspekten så anser jag att ett införande av skatt på kött knappast skulle minska djurplågeriet, utan snarare bara drabba konsumenter genom högre priser. Bara för att kött säljs mindre så löser man inte problemet med djurplågeri. Det måste finnas andra sätt att bekämpa det problemet på. ",experiment2.html,2025-05-02T13:06:13.176Z,,
P_2025_05_02_CUIO43,2025-05-02 14:18:38.314,33,female,2025-05-02T14:18:37.164Z,1,4,0,2025-05-02T14:19:43.866Z,Med tanke på dagens ekonomi känns det som att man straffar låginkomsttagare genom att höja skatten ,experiment2.html,2025-05-02T14:19:50.715Z,,
P_2025_05_02_0L6L3I,2025-05-02 13:49:59.294,45,female,2025-05-02T13:49:58.100Z,2,3,0,2025-05-02T13:58:02.213Z,det finns en stor risk att köttkonsumtion blir en klassfråga. Man borde lägga mer fokus på hanteringen av kreatur och bättre alternativ till kött.,experiment3.html,2025-05-02T13:58:13.059Z,,
P_2025_05_02_E3I3TU,2025-05-02 13:52:37.852,35,male,2025-05-02T13:54:02.877Z,4,3,0,2025-05-02T14:01:30.066Z,"Djuren är inte problemet, det är hur månniskan hanterar dom. Jag äter kött, men köper lokala bönder och lokalt slaktat, från djur som jag vet har det bra. Utan kor så försvinner en otroligt viktig beståndsdel för den bilologiska mångfalden. Jag skulle tycka att initiativ för att främja fler, mindre gårdar, där korna kan hanteras med mer kärlek skulle hjälpa djurhälsan, minska utsläppen, öka biologisk mångfald (och därigenom naturensförmåga att hantera metangaserna) och öka självförsörjningsgraden. Detta är bättre än att yttreligare ställa till det för en redan sargad branch (lantbruk), dessutom behövs djuren för att hjälpa till med gödsel så vi kan odla de grönsaker vi ser som ersättningen. ",experiment3.html,2025-05-02T14:04:33.475Z,"Jag uppdaterade sidan en gång, så vet inte om jag råkade skicka första sidan 2 gånger eller hur det fungerar rent tekniskt.","Jag känner att jag ofta vill skriva ungefär det jag skrev nu, men pga kommentarerna som jag läste så drog jag mig från att göra det. Jag försökte uppdatera sidan (hoppas inte det ställde till det), för att jag ville helst bara gå vidare utan att kommentera då jag inte orkar hantera sånna här frågor i skrift eller riskera att få en hatstorm emot mig."
P_2025_05_02_F3GDE9,2025-05-02 14:24:54.794,29,male,2025-05-02T14:24:54.792Z,3,4,1,2025-05-02T14:35:24.452Z,"Så länge vi säkerställer att skatten inte oproportionerligt drabbar låginkomsthushåll (dvs säkerställer att alternativa livsmedel som näringsmässigt ersätter kött inte är dyrare), så är det väl toppen med detta förslag?? ",experiment2.html,2025-05-02T14:36:00.726Z,,
P_2025_05_02_0RK1MZ,2025-05-02 14:24:18.224,39,female,2025-05-02T14:24:18.223Z,2,4,1,2025-05-02T14:30:11.319Z,Jag har redan tagit en politisk ställning genom att göra ett val av ett politisk parti som står mig och mina principer närmast rent värderingsmässigt. Jag har inget annat val än att ha tilltro till att det parti jag röstar på gör rätt val när det kommer till att fördela moms och skatt på rätt sätt. Det finns också motiverade argument till att det är nyttigare ur en hälsoaspekt och hållbart äta mindre mängder kött. ,experiment2.html,2025-05-02T14:31:56.603Z,Nej ,"Det var ett intressant sätt att göra ett experiment på som gjorde att testpersonen istället för att redogöra åsikter fick uppleva testet i ett socialt och faktiskt experiment, som både kändes underhållande, lärorikt och ett sanningsenligt sätt att göra test på."
P_2025_05_02_ANTYAI,2025-05-02 14:30:50.96,29,female,2025-05-02T14:30:50.959Z,0,3,0,2025-05-02T14:38:05.111Z,Känns helt orimligt att införa köttskatt. ,experiment4.html,2025-05-02T14:38:56.831Z,Nej. ,
P_2025_05_03_KIGZFC,2025-05-03 07:44:19.675,49,female,2025-05-03T07:44:18.559Z,4,2,0,2025-05-03T07:51:42.762Z,Jag tror att det är viktigare att prata om varför det är farligt att äta kött och vilka risker det det kan föra med sig att äta vegansk mat.,experiment4.html,,,
P_2025_05_02_CJG9GX,2025-05-02 21:15:31.438,40,male,2025-05-02T21:15:30.170Z,2,3,0,2025-05-02T21:26:59.078Z,"Istället för skatt så borde vi ha mycket hårdare djurskyddsregler. Samt tullar/förbud på import av kött. Det är dock förmodligen inte möjligt med nuvarande EU-regler. Skulle driva upp priserna och folk skulle äta mindre, och det som finns kvar skulle vara mer etiskt framtaget. Samtidigt måste man beakta att det finns en fördelningseffekt i detta också. Det blir ju delvis så att det som är rika inte drabbas lika hårt av sådana förändringar, detta måste kompenseras på något sätt vi annan omfördelningspolitik.",experiment4.html,2025-05-02T21:27:43.095Z,,
P_2025_05_03_RLH1H3,2025-05-03 07:01:38.179,58,female,2025-05-03T07:01:36.936Z,0,3,4,2025-05-03T07:11:12.297Z,@deltagare25 håller med. Och  kanske en skatt på det som importeras.,experiment1.html,2025-05-03T07:14:14.866Z,Nej,Att vi blir så aggressiva och säger saker jag inte tror vi gör face to face när vi tycker något är dåligt. Bättreom vi skulle diskuttera fram saker.
P_2025_05_03_KQ3AFG,2025-05-03 07:25:29.846,46,female,2025-05-03T07:25:28.591Z,2,4,0,2025-05-03T07:33:31.602Z,"Skatt på kött kanske funkar men bara för de som inte har så mycket pengar. De rika kommer alltid att köpa kött. Vi får inte glömma att vi behöver värna om Sveriges bondgårdar, jag behöver inte äta kött varje dag men vill inte heller äta veggofärs, tofu och annat processad mat heller. Det här är svårt. Jag kämpar hellre för att hjälpa bondgårdar att göra rätt.",experiment3.html,2025-05-03T07:33:59.017Z,,
P_2025_05_03_4CF9QW,2025-05-03 08:46:09.875,56,female,2025-05-03T08:46:08.773Z,1,3,1,2025-05-03T08:49:21.613Z,Test ,experiment1.html,2025-05-03T08:49:50.410Z,,
P_2025_05_04_A8WLKN,2025-05-04 09:30:54.433,53,female,2025-05-04T09:30:54.431Z,0,3,0,2025-05-04T09:38:58.069Z,"Jag tror inte på köttskatt i längden, sen kommer kycklingköttskatt för att den ska minskas på med tex. 
Ska nog mkt till om det ska införas skatt på kött.",experiment4.html,2025-05-04T09:39:56.854Z,Nej,"Intressant att läsa. 
Lycka till!"
P_2025_05_04_5CBV9T,2025-05-04 10:49:32.914,46,female,2025-05-04T10:49:31.878Z,0,3,1,2025-05-04T10:51:01.199Z,"Idiotiskt med köttskatt, finns ju bra köttval och finns bättre åtgärder",experiment2.html,2025-05-04T10:51:33.115Z,,
P_2025_05_03_AONHRV,2025-05-03 09:54:49.203,21,male,2025-05-03T09:54:47.976Z,1,4,2,2025-05-03T10:07:14.693Z,"Att nämna cigaretter, alkohol och bensin, och därefter påstå att kött och mejeriprodukter skulle ha ”slinkigt undan” likvärdig beskattning blir lite ihåligt enligt mig. Absolut, slakt på storskalig nivå där djur behandlas illa behöver förändras. Däremot tycker inte jag att en hög skatt på 40% skulle leda till en förståelse för själva problemet, utan istället frustration och ilska. Läser man många av kommentarerna i denna studie förstår man snabbt att många ser det som en inskränkning på deras identitet som ”köttätare”. Larvigt kan jag tycka, men en skatt som tvingar de som inte har råd att äta det de egentligen inte vill ha är inte lösningen i min mening. ",experiment3.html,2025-05-03T10:10:08.339Z,,"Jag tror att många deltagare som inte delar era åsikter, blir ilskna av sättet ni utrycker problematiken. Många starka, känsloladdade ord som jag tror kan leda till att en osäker individ endast blir defensiv och tycker att ni som gjort studien är elaka och tycker att andra är hemska som äter kött. Kanske är det poängen? Hur hade resultatet sett ut om inledningen var något mer neutral i sin ton?"
P_2025_05_03_C43F4D,2025-05-03 11:25:58.018,42,female,2025-05-03T11:25:56.886Z,1,4,0,2025-05-03T11:28:53.405Z,Hett ämne och ganska så vriden artikel som inte belyser vikten av att äta protein. ,experiment2.html,,,
P_2025_05_04_0F7LF6,2025-05-04 09:26:36.726,55,male,2025-05-04T09:26:36.725Z,2,4,0,2025-05-04T09:34:43.510Z,Utmaningen är hur man får allmänheten att byta till vegetariska proteiner. Risken är att man istället ersätter med annat och därmed får i sig för lite proteiner. ,experiment3.html,,,
P_2025_05_04_RO4A9M,2025-05-04 10:00:05.824,40,female,2025-05-04T10:00:04.707Z,3,1,0,2025-05-04T10:08:19.933Z,"Jag håller med deltagare25 om att beskatta importerat kött och stötta lokala bönder. Jag tror även högre skatter för fastfood kedjor skulle även ändra attityden kring onyttig processad mat. Hushållen behöver definitivt minska ner sina köttkonsumtion

",experiment3.html,,,
P_2025_05_04_IR33EQ,2025-05-04 06:35:25.281,56,female,2025-05-04T06:35:24.193Z,2,3,0,2025-05-04T06:50:06.450Z,"Jag tycker man ska ställa högre krav på de som producerar. Säkerställa att de djuren vi äter har mått gott, produktion blir då dyrare och efterfrågan kanske minskar på så vis. ",experiment2.html,,,
P_2025_05_04_0CJYNF,2025-05-04 10:15:01.028,48,male,2025-05-04T10:14:59.877Z,2,2,0,2025-05-04T10:17:45.537Z,Tycker det låter rimligt med en skatt på kött. Kött är gott med för billigt.,experiment3.html,,,
P_2025_05_03_1K41AS,2025-05-03 19:50:20.668,28,male,2025-05-04T09:24:38.535Z,0,4,0,2025-05-04T09:26:03.464Z,Köttindustrin är hemsk men alternativen är inte lika bra proteinmässigt och näringsmässigt. Fel att skatt ska införas innan vi har andra bättre alternativ för då har bara de med pengar råd,experiment2.html,2025-05-04T09:26:07.133Z,,
P_2025_05_04_WEECUO,2025-05-04 10:23:47.555,50,male,2025-05-04T10:23:46.514Z,3,3,0,2025-05-04T10:26:57.849Z,Rimligt att beskatta för att styra konsumtion o beteende i rätt riktning för att i detta fall gynna klimatfrågan!,experiment4.html,2025-05-04T10:27:38.820Z,Nej,Viktig fråga!
P_2025_05_04_6OOHWY,2025-05-04 10:26:40.939,33,male,2025-05-04T10:26:40.937Z,0,4,0,2025-05-04T10:33:06.806Z,Det här får mig att fundera på alla förmögna människor med privat flygplan samt hur 100 bolag i världen står för mer än 70% av världens utsläpp. Varför börjar man inte där? Varför ska svensson skattas ihjäl i Sverige? ,experiment4.html,2025-05-04T10:35:05.762Z,Nej. ,Man ser hur nära människor har sina känslor när det gäller diskussioner på nätet. Hur farligt det är att människor tror de är anonyma på nätet.
P_2025_05_04_2ZEBGH,2025-05-04 10:24:39.419,30,female,2025-05-04T10:24:39.418Z,0,3,0,2025-05-04T10:26:54.511Z,"Jag håller inte med om att det kommer nödvändigtsvis minska konsumtionen. De som är vana att äta kött kommer göra det, precis som med fossila fordon. Vi reser inte mindre med bilen trots att priset på drivmedel ökar.",experiment1.html,2025-05-04T10:27:10.888Z,,
P_2025_05_04_AUFL4X,2025-05-04 10:28:19.282,32,male,2025-05-04T10:28:19.281Z,0,4,0,2025-05-04T10:29:30.246Z,Dåligt med köttskatt,experiment3.html,,,
P_2025_05_04_FPISBV,2025-05-04 10:37:52.159,48,female,2025-05-04T10:37:52.158Z,2,0,0,2025-05-04T10:42:49.631Z,"Jag tycker att straffskatter för köttindustrin är välkommet. Jag äter inte djur och tycker djurindustrin är fruktansvärd. Av den anledningen kan den straffskattas, men inte för att människor äter kött i sig. ",experiment4.html,,,
P_2025_05_04_SDA66Q,2025-05-04 11:12:12.845,62,female,2025-05-04T11:12:12.843Z,1,3,0,2025-05-04T11:18:52.926Z,Tveksam till att ta ut skatt på mat som faktiskt är nyttig. Skatt på alkohol har ju inte dämpat konsumtionen utan det har ju skett med begränsad tillgänglighet. ,experiment2.html,,,
P_2025_05_04_84FB8J,2025-05-04 10:55:56.457,28,female,2025-05-04T10:55:56.456Z,3,2,0,2025-05-04T10:58:15.354Z,Köttkonsumtionen bör minska och en köttskatt kan innebära att fler väljer andra proteinkällor som är både bättre för hälsan och miljön - och även plånboken! ,experiment3.html,2025-05-04T10:58:26.714Z,,
P_2025_05_04_8XEC1Q,2025-05-04 10:51:09.847,58,male,2025-05-04T10:51:09.845Z,2,4,0,2025-05-04T10:58:33.923Z,"Jag deltar aldrig i sociala medie diskussioner och det ör ju tydligt i detta exempel på varför man inte ska göra det eftersom folk i allmänhet inte kan skilja på fakta och känslor
Meningslös debatt då äppleb och päron mixas bland argumenten och de många har bara personangrepp att tillgå. Inga problem för min del
Jag äter gärna kött, dyrt kött är ok om djuren har haft det bra och den typen av kött äter jag helst
Skatta på men räkna inte med att endast veganskt är lösningen
Det går bra att odla köttprotein numera
Satsa på
Den tekniken så blir alla glada",experiment1.html,2025-05-04T10:59:19.045Z,,
P_2025_05_04_OXBFUI,2025-05-04 11:35:36.325,53,female,2025-05-04T11:35:36.324Z,3,3,1,2025-05-04T11:43:11.297Z,"Jag vet inte om skatt är rätta vägen, möjligtvis importförbud och högre krav på djurhållning. Det skulle få priserna att stiga o därmed få marknaden att se sig om efter alternativ. ",experiment1.html,,,
P_2025_05_04_Y2L563,2025-05-04 10:59:01.81,60,female,2025-05-04T10:59:01.809Z,2,3,1,2025-05-04T11:03:28.909Z,"Jag tror inte skatt är bästa vägen. Hellre vägledning för de grupper som äter mycket kött. Eller kött som påverkar hälsan mer än andra, som högprocessat kött, tex korv. ",experiment1.html,,,
P_2025_05_04_MLPIMH,2025-05-04 10:50:34.037,27,male,2025-05-04T10:50:34.036Z,2,4,0,2025-05-04T11:02:28.644Z,"Jag tror att det hade varit bra att vi äter mindre kött, men det gäller att vi har ett livsmedelssystem som klara av att försörja alla svenskar. Mindre kött innebär att man kommer äta annan mat. Då gäller det finns produktion som kan ta upp det.",experiment4.html,2025-05-04T11:03:50.226Z,,
P_2025_05_04_RCDD1U,2025-05-04 11:00:27.22,55,female,2025-05-04T11:00:27.219Z,4,0,3,2025-05-04T11:03:18.737Z,"@deltagare21
Även om jag inte äter kött själv vore det väl bättre att först börja beskatta kött som kommer från utlandet. ",experiment2.html,2025-05-04T11:05:15.892Z,Nej,Ja på kommentaren först ”stäng av till ljudlöst så inte störs”. Ni vänder er till vuxna människor så det är en onödig kommentar som bara irriterar. Annars jättebra uppställt. 
P_2025_04_25_FGB858,2025-04-25 06:21:34.59,51,female,2025-05-04T11:17:33.800Z,0,3,1,2025-05-04T11:18:53.406Z,Jag tycker att vi behöver kött för en allsidig kost! ,experiment4.html,2025-05-04T11:19:06.900Z,,
P_2025_05_04_IBO6C4,2025-05-04 11:29:40.091,18,male,2025-05-04T11:29:38.896Z,4,4,0,2025-05-04T11:36:26.536Z,@deltagare31 Jag håller med om det du säger. Det är en rimlig åtgärd,experiment4.html,,,
P_2025_05_04_T3YXYY,2025-05-04 11:21:35.824,34,female,2025-05-04T11:21:35.823Z,0,4,0,2025-05-04T11:23:09.055Z,Människa är en köttätare ,experiment1.html,2025-05-04T11:23:20.917Z,,
P_2025_05_04_RMDRX6,2025-05-04 11:31:34.744,32,female,2025-05-04T11:31:34.728Z,0,2,1,2025-05-04T11:34:01.989Z,"Tror det är svårt att få folk att sluta äta kött. 
Äter själv kött men sällan i vardagen oftast när vi är iväg. För många är så rädda för vegetariska alternativ. 

Tror lösningen är mer spännande alternativ. Mer ofabrikat. Finns så mycket bra linser, bönor osv. ",experiment2.html,2025-05-04T11:34:26.338Z,Nej,
P_2025_05_04_2L5KUD,2025-05-04 12:17:43.69,34,male,2025-05-04T12:17:43.689Z,2,3,0,2025-05-04T12:18:51.196Z,Skapa bättre och lika proteinrika substitut så kommer konsumtionen minska.,experiment1.html,,,
P_2025_05_04_VB982D,2025-05-04 11:30:16.426,45,female,2025-05-04T11:37:10.170Z,3,2,1,2025-05-04T11:38:22.558Z,"Jag blir rätt provoserad av att kommentarerna verkar fort blir personangrepp istället för kommentarer på artikeln.
Att införa köttskatt tror jag personligen är rätt väg att gå.",experiment3.html,2025-05-04T11:38:53.696Z,Nej,Hur folk kommenterar på artikeln
P_2025_05_04_HOLJ2Y,2025-05-04 11:58:55.058,19,prefer_not_say,2025-05-04T11:58:54.027Z,3,3,0,2025-05-04T12:03:32.249Z,Jag känner att förslaget är ganska rimligt. Köttkonsumtionen är ju rätt så maffig och det skulle definitivt inte skada att reducera den.,experiment3.html,,,
P_2025_05_04_LM80NF,2025-05-04 12:15:49.785,37,male,2025-05-04T12:15:49.784Z,0,4,1,2025-05-04T12:21:35.503Z,"Jag anser inte att skatt är ett bra sätt att minska människors konsumtion av kött. Jag skulle även motsätta mig godis/sockerskatt för att främja bättre hälsosam livstil. Avskaffa alkoholskatten, skatt på tobak etc. Skatten skulle också drabba dem med en redan svag ekonomi. 

Mer kött till folket.",experiment1.html,2025-05-04T12:22:42.873Z,,
P_2025_05_04_1NK1SY,2025-05-04 12:12:27.205,59,female,2025-05-04T12:12:25.903Z,1,4,0,2025-05-04T12:13:15.036Z,"Köttindustrin är hemsk, men köttskatt är nog inte rätt fram. Hellre ställa hårdare lagkrav än att bara de med pengar ska kunna konsumera kött, inte rätt väg att gå",experiment1.html,2025-05-04T12:13:18.488Z,,
P_2025_05_04_52F129,2025-05-04 12:13:12.561,60,male,2025-05-04T12:13:12.560Z,0,2,3,2025-05-04T12:16:34.725Z,"Tycker man har rätt till en åsikt och övertygelse samt att följa den. Vad man inte har rätt till är att tvinga på andra sina åsikter, sin moraliska hållning eller sin ideologi. Helt ok att välja att vara vegan. Inte ok att tvinga andra in i veganismen.",experiment2.html,2025-05-04T12:16:45.109Z,,
P_2025_05_04_XHNM7G,2025-05-04 12:15:05.625,29,female,2025-05-04T12:15:05.620Z,1,4,0,2025-05-04T12:17:07.348Z,"Jag förstår argumenten kring köttskatt om det faktiskt hade bidragit till någonting bra och om substituten blev billigare. Just nu är substituten också väldigt dyra och det känns tråkigt och som en hälsofara för familjer som inte har råd och där barnen kanske inte får i sig de näringsämnen de behöver. Roligt kommentarsfält, precis så icke-konstruktivt som de brukar se ut!",experiment1.html,2025-05-04T12:17:10.513Z,,
P_2025_05_04_3AL345,2025-05-04 12:23:58.235,31,female,2025-05-04T12:23:58.234Z,1,4,0,2025-05-04T12:24:55.188Z,"Å ena sidan behöver vi göra något åt köttindustrin, å andra sidan är kanske inte just skatt rätt väg fram. Vi behöver ställa högre krav på företagen, inte konsumenterna.",experiment1.html,2025-05-04T12:25:01.706Z,,
P_2025_05_04_GA63SZ,2025-05-04 12:48:14.001,23,male,2025-05-04T12:48:14.000Z,0,4,0,2025-05-04T12:50:04.942Z,Inte speciellt konstruktivt kommentarsfält😂 intressant att artikeln är från 2019. Skulle vara kul att se hur folk ställer sig till det här idag och framförallt varför. Man saknar en del svar på varför människor tycker som de gör i kommentarsfältet,experiment1.html,,,
P_2025_05_04_GW9CPV,2025-05-04 12:25:41.142,27,female,2025-05-04T12:25:41.141Z,0,0,0,2025-05-04T12:27:31.326Z,"Varför inte ställa högre krav på företagen istället för att skatta? Förstår att de går hand i hand, men tycker oftast att väljer att ”straffa” åt fel håll eftersom en direkt effekt kommer vara att priserna skjuter i höjden och de med mindre pengar i fickorna inte kommer ha möjlighet att köpa kött samtidigt som köttindustrin fortstätter…",experiment2.html,2025-05-04T12:27:39.283Z,,Intressant studie!
P_2025_05_04_THIUPE,2025-05-04 12:28:28.648,39,female,2025-05-04T12:28:28.647Z,0,4,1,2025-05-04T12:30:31.931Z,"Jag är verkligen för djurens rätt, men beskattning resulterar bara i att människor behöver betala mer och stt konsumtionen minskar kortsiktigt för att sedan öka idag. Bara ett sätt att höja priserna på kött. Bra för företag och mindre bra för låginkomsttagare. Roligt kommentarsfält, skrattade högt :)",experiment2.html,2025-05-04T12:30:36.954Z,,
P_2025_05_04_F2N8EQ,2025-05-04 12:23:23.993,39,male,2025-05-04T12:23:23.992Z,2,3,0,2025-05-04T12:36:41.097Z,"Ska det bli en klassfråga att äta kött, med tanke på dagens stigande matpriser känns det olustigt med en extra kostnad i dagsläget. Inför skatt på socker, läsk, chips, vitt bröd och allt annat som är mycket mer onyttigt än kött så får vi en hälsosammare befolkning.",experiment4.html,2025-05-04T12:37:00.583Z,,
P_2025_05_04_IYQC5S,2025-05-04 13:00:02.235,29,female,2025-05-04T13:00:02.233Z,1,3,0,2025-05-04T13:03:21.653Z,"Haha! Kommentarerna känns väldigt mycket som Flashback. Inga argument som faktiskt är underbyggda av något, utan snarare bara argsinta. Vad gäller skattefrågan sitter jag nog inte riktigt på så mycket fakta för att kunna uttala mig, men en effekt blir ju att priserna stiger och att alla inte har råd.. man kommer ju inte åt grundproblemet riktigt, men vad vet jag. ",experiment3.html,,,
P_2025_05_04_H2TZNJ,2025-05-04 12:36:39.809,26,male,2025-05-04T12:36:38.748Z,0,4,0,2025-05-04T12:38:23.832Z,"Intressant artikel. Tycker absolut inte skatt är rätt väg fram. Ser dessutom att artikeln är publiceras 2019. Titta så bra det gick med skatten på plastpåsarna… inför hellre då högre krav på företagen tycker jag. Förstår problematiken, men det här är bara ytterligare ett sätt för företagen att kunna undgå sina ansvar.",experiment2.html,2025-05-04T12:38:58.345Z,,
P_2025_05_04_OM8PO4,2025-05-04 12:50:45.392,28,male,2025-05-04T12:50:45.390Z,2,4,0,2025-05-04T12:53:23.879Z,"Rolig ton in kommentarerna. Alla har sjukt starka åsikter men verkar också rätt opålästa eftersom inget är underbyggt av något vettigt argument annat än hån… även om det är roligt att läsa, haha.",experiment3.html,2025-05-04T12:54:16.982Z,,Lycka till! 
P_2025_05_04_GNZ2HP,2025-05-04 12:39:44.608,32,female,2025-05-04T12:45:31.947Z,0,3,0,2025-05-04T12:47:37.859Z,Kommentarsfältet är roligt. De som är för skatten har en mjukare ton och de som är emot skatten är extremt nedlåtande i sin ton.. rolig kontrast och det är nog precis så det ser ut i de verkligen kommentarsfälten också.,experiment2.html,2025-05-04T12:44:10.549Z,Fick starta om studien två ggr för att kunna skicka iväg min kommentar..,
P_2025_05_04_012VON,2025-05-04 12:54:27.159,61,female,2025-05-04T12:54:27.158Z,2,3,2,2025-05-04T12:57:21.147Z,Ingen kommentar ,experiment3.html,,,
P_2025_05_04_CCUA0Q,2025-05-04 15:25:18.774,36,male,2025-05-04T15:25:17.731Z,3,0,3,2025-05-04T15:39:27.638Z,Köttskatt kan vara ett steg i rätt riktning. Trist att det (som vanligt) läggs på konsumenten men vi borde lägga köttindustrin bakom oss.,experiment1.html,2025-05-04T15:43:01.180Z,,Stod helt stilla när jag skulle bestämma vad jag skulle skriva. I vanliga fall hade jag nog scrollat förbi
P_2025_05_04_C7B1HU,2025-05-04 12:48:00.882,20,nonbinary_other,2025-05-04T12:48:00.881Z,2,2,0,2025-05-04T13:00:26.347Z,"köttskatt låter bra i teori, men att höja priset på kött kommer främst leda till att endast rika kan äta det. hur djur behandlas och köttindustrins påverkan på klimatet är såklart inte bra, men att göra det svårare för låginkomst hushåll att äta kött är inte den bästa lösningen. o andra sidan skulle det vara bra att använda köttskattspengar för att sänka pris på grönsaker och annat nyttigt som i nuläget är rätt så dyrt. det är en intressant artikel.",experiment3.html,2025-05-04T13:00:56.615Z,,
P_2025_05_04_YVTIGH,2025-05-04 13:04:18.299,30,male,2025-05-04T13:04:18.298Z,1,4,0,2025-05-04T13:07:30.460Z,Håller med @deltagare26. Man kanske ska lämna de starka åsikterna till experterna.,experiment4.html,,,
P_2025_05_04_WJCYQZ,2025-05-04 13:08:10.722,32,prefer_not_say,2025-05-04T13:08:10.720Z,1,4,0,2025-05-04T13:10:48.723Z,Håller med @deltagare36 om att det är snålt med faktiska förslag på åtgärder. Deltagare25 hade ett bra förslag.,experiment1.html,,,
P_2025_05_04_1CMWVJ,2025-05-04 13:11:34.308,33,female,2025-05-04T13:11:34.307Z,2,2,1,2025-05-04T13:14:07.019Z,Dåligt med källor i artikeln och ännu värre i kommentarerna. En artikel som är mer underbyggd av fakta resulterar förhoppningsvis i samma anda i kommentarerna,experiment3.html,,,
P_2025_05_04_I13DGT,2025-05-04 13:14:37.86,27,male,2025-05-04T13:14:37.859Z,0,1,0,2025-05-04T13:16:43.118Z,"Skulle behöva mer forskning, men spontant tror jag skatt inte är lösningen. ",experiment4.html,,,
P_2025_05_04_HZX8KA,2025-05-04 13:17:54.188,29,female,2025-05-04T13:17:54.187Z,2,3,1,2025-05-04T13:20:29.182Z,Allt ”dåligt” kan ju inte beskattas.. vi har ju sjukt mycket annat dåligt vi konsumerar och resultatet blir ju enbart högre kostnader. Men är inte lika passionerad i frågan som alla under diskussionsboxen verkar vara,experiment3.html,,,
P_2025_05_04_DRM4KP,2025-05-04 13:21:08.177,31,male,2025-05-04T13:21:08.176Z,0,4,0,2025-05-04T13:23:32.935Z,"Det behöver ske förändringar i köttindustrin, men beskattning är en enkel utväg som hah inte tror är effektiv i längden och på sikt..",experiment3.html,,,
P_2025_05_04_99K23J,2025-05-04 13:25:53.986,30,female,2025-05-04T13:25:53.972Z,1,2,0,2025-05-04T13:28:12.780Z,Man pratar inte jättemycket om hälsofördelsrna och nackdelarna med kött. Sen kanske skatt innebär en dipp i konsumtionen men om ma inte lyckas skapa goda och näringsrika ersättningr till kött så kommer konsumtionen möjligtvis stiga igen. Diskussionsfältet känns mest som en tävling mellan vilka som kan skriva mest aggressiva kommentarer..,experiment1.html,,,
P_2025_05_04_DMDAVH,2025-05-04 13:29:47.817,28,male,2025-05-04T13:29:47.816Z,0,4,1,2025-05-04T13:31:38.416Z,Jag tycker att köttskatt inte är en bra idé. Finns nog andra lösningar politikerna kan komma på,experiment1.html,,,
P_2025_05_04_L8LERW,2025-05-04 13:32:25.174,48,female,2025-05-04T13:32:25.173Z,2,3,0,2025-05-04T13:33:09.865Z,.,experiment3.html,,,
P_2025_05_04_MZNK9U,2025-05-04 13:33:57.182,29,female,2025-05-04T13:33:57.181Z,2,2,0,2025-05-04T13:37:05.618Z,Köttskatt känns inte som en dum idé men man hade behövt kombinera det med att höja kraven på slaktarna och kötthandlarna också.. annars gör det ju ingen större skillnad.,experiment2.html,,,
P_2025_05_04_62TYWD,2025-05-04 14:55:00.031,50,female,2025-05-04T14:55:00.030Z,2,4,0,2025-05-04T15:10:54.439Z,Jag är osäker på om skatt är lösningen. Bättre att subventionera de gårdar som hanterar djuren på bästa möjliga sätt och motivera till närproducerat. ,experiment2.html,,,
